"Data Year","Data Year (cat)","Class Grade","Class Grade (cat)",State,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2016,y2016,11,G11,CA,Female,17,[17],Ambidextrous,157.4,,,2,Walk,20,,,Walking/Hiking,1000,1000,1000,1000,0,1000,16,"Same length",65,70,"Ring finger",04.Apr,1.Winter,Yes,No,Other,Coffee,"Physical education",5,9,4,"Yes - other","Text messaging",100,161,5,1,3,5,2,0,0,10,0,2,0,3,3.Some,6.Other,"Rock and roll","Freeze time",Happy,"Doctor or nurse",Health
2019,y2019,12,G12,CA,Male,17,[17],Right-Handed,176,24,174,1,Car,10,1,47,"Martial Arts",1000,900,800,800,800,1000,25,"Left foot",75,85,"Ring finger",06.Jun,3.Summer,No,No,Pizza/Pasta,Milk,"Computers and technology",7,10,3,"Yes - broadband connection","Text messaging",100,100,1,1,4,2,2,4,1,1,2,1,0,1,3.Some,"5.Graduate degree",Other,"Freeze time",Rich,"Business person",Environment
2015,y2015,12,G12,CA,Male,17,[17],Right-Handed,172,24,169,2,Car,45,0,36,"Football (American)",230,230,500,500,775,1000,24,"Left foot",100,100,"Ring finger",04.Apr,3.Summer,Yes,No,Meat,Water,History,6,10,4,"Yes - broadband connection","In person",100,130,10,2,8,10,7,1,7,4,15,4,0,0,"4.A lot","5.Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person",Health
2017,y2017,12,G12,CA,Female,16,[16],Right-Handed,157.4,22.5,132,2,Walk,16,0,45,Walking/Hiking,626,936,840,866,500,500,22.5,"Same length",88.5,90.2,"Ring finger",08.Aug,1.Winter,Yes,No,Meat,Coffee,History,6.5,9,5,"Yes - other","Internet chat or instant messaging",45,53,45,2,4,,6,0,24,5,,5,0,9,3.Some,6.Other,"Rap/Hip hop",Telepathy,Happy,"Doctor or nurse",Health
2019,y2019,7,G07,CA,Male,,,Right-Handed,145,22,177.8,1,Walk,13,0,40,Bowling,1000,1000,1000,781,0,0,21,"Right foot",70,60,"Index finger",06.Jun,3.Summer,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Science,9,11,3,"Yes - dial-up connection","Text messaging",12,34,1,,1,4,,8,2,,7,,,,3.Some,,Other,Telepathy,Healthy,Actor,Health
2016,y2016,12,G12,CA,Female,16,[16],Right-Handed,162.5,22,155,2,Bus,10,0,48,Soccer,900,850,1000,670,750,700,23,"Left foot",87,91,"Ring finger",03.Mar,2.Spring,No,No,Other,Water,History,8,9,4,"Yes - broadband connection","Text messaging",15,20,15,1,15,6,7,0,4,5,10,10,12,1,3.Some,"5.Graduate degree",Pop,Fly,Happy,Teacher,"Education/Youth development"
2021,y2021,12,G12,CA,Female,17,[17],Right-Handed,165,26,150,1,Car,7,0,40,Soccer,1000,1000,1000,1000,503,770,26,"Same length",75,70,"Index finger",03.Mar,4.Fall,No,No,Seafood,Water,English,7,10,5,"Yes - other","Text messaging",30,50,12,3,8,12,8,2,12,3,24,12,7,7,"4.A lot","5.Graduate degree",Pop,Telepathy,Famous,Actor,Health
2019,y2019,12,G12,CA,Male,16,[16],Right-Handed,183,29,185,2,Car,10,0,37,"Martial Arts",770,490,225,230,1000,1000,29,"Same length",89,89,"Same length",09.Sep,3.Summer,Yes,No,Meat,Water,Other,5,9,4,"No internet connection","Text messaging",20,30,12,1,5,10,3,7,14,1,30,0,0,3,3.Some,"5.Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer","Education/Youth development"
2016,y2016,11,G11,CA,Male,17,[17],Right-Handed,175,24,165,2,Car,55,0,46,Soccer,800,800,800,800,800,800,24,,80,70,"Index finger",01.Jan,3.Summer,No,No,Meat,Juice,Science,9,11,7,"Yes - broadband connection","In person",50,,4,1,2,2,5,2,1,1,3,1,1,2,"4.A lot","5.Graduate degree",Other,Fly,Happy,"Sports person",Health
2020,y2020,12,G12,CA,Female,17,[17],Right-Handed,155,20,155,2,Car,10,0,35,Bowling,1000,755,1000,850,850,840,20,"Same length",70,75,"Ring finger",06.Jun,2.Spring,No,No,Meat,Water,"Mathematics and statistics",4,9,4,"Yes - broadband connection","Internet chat or instant messaging",40,80,4,5,15,4,2,4,5,4,20,0,0,0,"4.A lot","5.Graduate degree",,"Freeze time",Happy,Friend,"International aid"
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,177,20,127,1,Car,15,0,31,Running/Jogging,262,262,262,262,500,500,20,"Same length",101.6,101.6,"Ring finger",07.Jul,4.Fall,Yes,No,Soups,Water,English,6,10,5,"Yes - broadband connection","In person",40,40,5,0,5,3,4,0,3,3,3,1,4,2,"4.A lot","5.Graduate degree",Pop,Fly,Happy,Relative,"International aid"
2017,y2017,12,G12,CA,Male,16,[16],Right-Handed,186,,,,Car,10,0,60,Athletics,800,600,1000,900,100,700,,"Right foot",,,"Index finger",10.Oct,4.Fall,No,No,Pizza/Pasta,Water,History,6,9,4,"Yes - broadband connection","Internet chat or instant messaging",100,300,4,0.5,3,5,2,2,4,3,4,1,0,4,3.Some,"5.Graduate degree","Rock and roll","Freeze time",Happy,Relative,Other
2018,y2018,12,G12,CA,Female,17,[17],Right-Handed,158,21,163,2,Bus,7,1,36,Dancing,1000,1000,1000,1000,0,0,21,"Same length",70,60,"Index finger",06.Jun,4.Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,9,5,"Yes - broadband connection","In person",10,5,8,0,1,2,0,0,7,6,10,3,0,7,3.Some,"5.Graduate degree",Other,Telepathy,Healthy,"Musician or singer","International aid"
2020,y2020,12,G12,CA,Female,16,[16],Right-Handed,154.9,22.5,173.3,2,Car,5,1,46,Baseball/Softball,300,700,1000,300,200,1000,22.5,"Same length",,,"Same length",10.Oct,1.Winter,No,No,Other,Water,"Mathematics and statistics",6,6,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,3,2,0,3,,1,0,2,,4,0,0,2,3.Some,"5.Graduate degree",Other,Invisibility,Happy,Other,"International aid"
2018,y2018,12,G12,CA,Male,15,[15],Right-Handed,177.8,,142.24,2,Car,15,0,54,Baseball/Softball,50,90,100,100,100,100,,"Same length",40,40,"Same length",11.Nov,4.Fall,No,No,Pizza/Pasta,"Powdered drink",History,8,9,6,"Yes - broadband connection","Cell phone",0,4,2,0,1,6,4,3,1,0,1,5,0,1,3.Some,"3.Some college","Rap/Hip hop",Fly,Rich,"Sports person",Health
2018,y2018,9,G09,CA,Male,14,[14],Right-Handed,171,26,170,2,Car,10,0,29,Basketball,701,701,802,604,904,1000,25,"Right foot",71,70,"Index finger",05.May,1.Winter,No,No,"Rice/Noodle dishes",Water,History,9,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,4,5,0,12,40,10,3,25,8,,15,0,2,3.Some,"5.Graduate degree",Techno/Electronic,Telepathy,Healthy,Relative,"International aid"
2016,y2016,7,G07,CA,Male,13,[13],Right-Handed,157,25,155,2,Car,5,0,37,Basketball,645,645,630,630,1000,1000,24,"Same length",,,,01.Jan,1.Winter,Yes,No,,"Soft drink (non-caffeinated)","Computers and technology",8,9,5,,"In person",0,0,50,0,3,3,3,5,1,0,7,2,0,1,3.Some,"5.Graduate degree",Other,"Freeze time",Rich,Other,Health
2017,y2017,12,G12,CA,Male,17,[17],Right-Handed,180,27.3,176.8,1,Car,10,1,54,Running/Jogging,727,866,856,749,567,802,27.3,"Same length",72,75,"Ring finger",04.Apr,3.Summer,No,No,Meat,Water,"Mathematics and statistics",8,9,4,"Yes - broadband connection","Cell phone",20,22,8,1,17,4,20,0,2,2,2,4,0,1,"4.A lot","5.Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person","Arts, culture, sports"
2019,y2019,12,G12,CA,Male,18,[18],Right-Handed,182.88,45,175,2,Car,10,0,87,Tennis,866,717,925,947,738,866,45,"Same length",76,74,"Index finger",05.May,3.Summer,No,No,Meat,Water,"Mathematics and statistics",9,8,4,"Yes - other","Cell phone",10,12,8,1,12,14,6,3,4,4,8,3,2,5,3.Some,"5.Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person","Education/Youth development"
2015,y2015,12,G12,CA,Female,17,[17],Right-Handed,161.1,25,132,1,Car,10,1,75,Other,,,,,,,29.21,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,y2011,12,G12,CA,Male,17,[17],Right-Handed,187.9,33,195.7,1,Car,6,0,58,Cycling,800,700,400,,500,700,33,"Same length",,,"Ring finger",04.Apr,1.Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,1.None,,,,,,
2016,y2016,11,G11,CA,Male,16,[16],Right-Handed,188,28,191,2,Car,30,,,Other,900,800,1000,700,600,500,28,,70,75,"Ring finger",06.Jun,3.Summer,No,No,Meat,Water,History,6,9,10,"Yes - other","Text messaging",10,10,6,0,5,6,6,7,4,4,15,2,4,7,"4.A lot","3.Some college","Rap/Hip hop",Invisibility,Healthy,Other,Environment
2015,y2015,6,G06,CA,Female,11,[11],Right-Handed,127,21,152,1,Walk,5,1,37,Other,900,950,900,950,600,650,22,"Left foot",65,60,"Index finger",07.Jul,3.Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,9,8,3,"Yes - broadband connection","Text messaging",5,6,6,1,8,14,3,6,0,0.5,6,2,0,2,3.Some,"4.Undergraduate degree","Rap/Hip hop",Fly,Happy,Relative,Other
2018,y2018,12,G12,CA,Female,17,[17],Right-Handed,157,,190.5,3,Car,60,1,41,Swimming,1000,1000,1000,1000,1000,1000,,"Left foot",,,"Ring finger",05.May,2.Spring,No,No,"Rice/Noodle dishes",Water,Languages,,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",8,4,0,1,5,0,0,0,21,2,21,0,0,0,"4.A lot","5.Graduate degree",Jazz,Invisibility,Happy,Actor,"International aid"
2015,y2015,5,G05,CA,Female,11,[11],Left-Handed,158,23,166,2,Car,20,0,39,Dancing,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,184,27,191,2,Car,20,1,48,Walking/Hiking,600,600,800,750,775,800,27,"Same length",81,78,"Index finger",12.Dec,1.Winter,Yes,No,"Rice/Noodle dishes",Tea,"Mathematics and statistics",6,10,2,"Yes - broadband connection","In person",1,2,2,1,10,7,10,4,1,1,7,4,0,4,3.Some,"4.Undergraduate degree",Other,"Freeze time",Rich,Other,"International aid"
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,187,26.7,192,1,Bus,,1,42,Other,1000,1000,1000,1000,800,800,26.7,"Same length",71.8,75,"Ring finger",03.Mar,4.Fall,No,No,"Rice/Noodle dishes",Water,"Physical education",,,3,"Yes - broadband connection","Text messaging",100,100,,2,7,10,,10,10,5,8,10,20,5,"2.Very little","5.Graduate degree",Other,Fly,Happy,"Community leader or elder",Health
2017,y2017,11,G11,CA,Female,17,[17],Right-Handed,167.6,25.5,160,2,Car,5,0,38,Other,1000,1000,1000,1000,950,950,25,"Right foot",76.2,86.36,"Ring finger",08.Aug,3.Summer,No,No,Other,Water,Music,7,10,6,"Yes - other","Text messaging",20,15,6,0,3,5,1,0,5,2,1,2,0,3,3.Some,"5.Graduate degree",Pop,Invisibility,Happy,"Musician or singer",Health
2019,y2019,12,G12,CA,Female,16,[16],Right-Handed,,25.7,,2,Car,8,0,49,Walking/Hiking,818,519,406,519,829,1000,25.7,"Same length",73,84,"Ring finger",09.Sep,1.Winter,Yes,No,"Rice/Noodle dishes",Coffee,Other,5,,3,"Yes - broadband connection","Internet chat or instant messaging",200,,13,2,1.5,38,0,4,,,,0,0,7,"2.Very little","4.Undergraduate degree",Other,Fly,Happy,Friend,Environment
2015,y2015,4,G04,CA,Female,8,[08],Right-Handed,123,20,126,1,Car,20,1,74,Cycling,999,888,900,500,0,0,19,"Right foot",57,63.5,"Ring finger",04.Apr,1.Winter,No,No,"Rice/Noodle dishes",Water,Art,8.5,9.5,4,"Yes - broadband connection","In person",0,0,3,0,2,50,7,1,0,0,0.5,3,0,0.5,"2.Very little","5.Graduate degree",Pop,Invisibility,Happy,Relative,Environment
2011,y2011,12,G12,CA,Male,18,[18],Right-Handed,168,25,172,2,Car,15,0,45,Soccer,1000,1000,1000,,100,100,25,"Same length",90,90,"Same length",12.Dec,3.Summer,Yes,No,Desserts,Water,"Mathematics and statistics",7,8,6,"No internet connection","In person",0,0,4,6,10,6,4,0,0,5,6,5,30,20,"4.A lot","5.Graduate degree",Other,Fly,Happy,"Musician or singer",Health
2012,y2012,12,G12,CA,Female,17,[17],Right-Handed,159,22,161,2,Walk,25,0,39,Tennis,1000,652,754,583,1000,1000,22,"Same length",72,70,"Index finger",03.Mar,2.Spring,No,No,Meat,Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","In person",3,2,5,0.5,9,10,2.5,12,3,5,12,2,0,7,3.Some,"5.Graduate degree",Pop,Telepathy,Happy,Actor,Health
2018,y2018,8,G08,CA,Female,13,[13],Right-Handed,152,23,152,1,Car,4,0,52,Tennis,1000,1000,1000,700,1,5,23,"Same length",72,62,"Index finger",06.Jun,2.Spring,No,No,"No favorite",Water,History,7,9,3,"Yes - broadband connection","Internet chat or instant messaging",20,8,,5,12,50,15,0,8,,,4,1,0.5,3.Some,6.Other,Pop,"Freeze time",Happy,"Sports person","International aid"
2014,y2014,12,G12,CA,Male,17,[17],Right-Handed,177.8,30,176,2,Car,10,0,49,"Football (American)",,,,,,,29.5,"Right foot",,,,05.May,3.Summer,No,No,Meat,Water,"Mathematics and statistics",7,10,4,,"Text messaging",100,100,,,,,,,,,,,,,3.Some,"5.Graduate degree","Rap/Hip hop",Fly,Rich,"Business person",Health
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,,26,144,1,Car,3,0,46,Baseball/Softball,1000,1000,1000,999,800,800,24,"Right foot",80,83,"Ring finger",08.Aug,1.Winter,No,No,"Rice/Noodle dishes",Tea,English,6,10,6,"Yes - broadband connection","Text messaging",30,40,0,4,9,1,6,0,3,6,2,3,0,4,"4.A lot","5.Graduate degree",Other,"Freeze time",Happy,Other,Health
2018,y2018,6,G06,CA,Female,11,[11],Right-Handed,179,22,142,2,Car,2,0,39,Running/Jogging,1000,1000,1000,1000,503,1000,22,"Same length",60,60,"Same length",07.Jul,2.Spring,No,No,Fruit,Water,Art,9,9,4,"Yes - other","In person",0,3,10,0,2,1,1,6,0,0,6,0,0,0,3.Some,"5.Graduate degree",Other,"Freeze time",Happy,Relative,Environment
2019,y2019,12,G12,CA,Female,15,[15],Right-Handed,160.1,24.4,172,3,Car,7,0,48,"Martial Arts",800,700,850,750,990,1000,24.2,"Same length",89,73,"Index finger",10.Oct,1.Winter,No,Yes,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,30,2.5,0.5,35,4.5,4,0,12,0.5,40,7,0,1,"4.A lot","5.Graduate degree",Pop,"Freeze time",Healthy,"Religious figure",Health
2018,y2018,12,G12,CA,Male,16,[16],Right-Handed,167,24.1,,2,Car,20,0,40,Tennis,267,182,642,567,925,1000,24.1,"Same length",,,"Same length",12.Dec,1.Winter,No,No,Meat,Water,History,7,6,5,"Yes - broadband connection","Internet chat or instant messaging",150,149,1,4,3,4,5,24,3,2,32,0,0,3,"2.Very little","5.Graduate degree","Rock and roll",Telepathy,Happy,"Religious figure",Religious
2020,y2020,12,G12,CA,Female,16,[16],Right-Handed,147,15,139.7,2,Car,15,1,45,Dancing,1000,1000,1000,990,500,900,15,"Same length",60,50,"Index finger",09.Sep,2.Spring,No,No,"Rice/Noodle dishes",Water,Science,6,9,4,"Yes - other","Text messaging",40,50,0,4,25,5,3,2,30,30,42,12,0,10,"4.A lot","5.Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer",Health
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,172.7,26,,3,Walk,5,1,50,Basketball,600,600,750,900,750,1000,26,"Left foot",70,70,"Same length",08.Aug,1.Winter,No,No,"Rice/Noodle dishes",Water,English,8,9,5,"Yes - other","Cell phone",7,10,6,25,10,42,0,21,35,7,35,4,0,7,3.Some,"5.Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person",Health
2021,y2021,11,G11,CA,Male,18,[18],Right-Handed,181,24,186,2,Car,20,0,,Soccer,545,1000,1000,545,200,200,24,"Same length",75,85,"Ring finger",01.Jan,1.Winter,No,No,Pizza/Pasta,Water,Other,10,9,6,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",50,30,1,0,0,0.5,0,1,8,4,4,0,5,0,"2.Very little","2.High school",Other,Invisibility,Healthy,Other,Health
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,190.5,30.48,187.9,1,Car,,0,42,Baseball/Softball,762,450,800,689,100,975,30.48,"Same length",76.2,95.25,"Ring finger",06.Jun,3.Summer,Yes,No,Pizza/Pasta,Water,History,,5,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",147,162,,3,2,,,0,,,,0,0,10,"4.A lot","5.Graduate degree",Country,Fly,Happy,Relative,Health
2017,y2017,12,G12,CA,Male,17,[17],Right-Handed,176,27,175,2,Car,5,0,33,Soccer,900,700,800,800,700,900,27,"Same length",76.2,81.3,"Ring finger",08.Aug,3.Summer,No,No,"No favorite",Milk,Other,7,9,3,"Yes - broadband connection","Cell phone",15,40,4,0,4,6,6,4,3,0,8,0,0,3,"2.Very little","4.Undergraduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Other,"Wildlife, animals"
2018,y2018,11,G11,CA,Male,16,[16],Right-Handed,160,25,165,2,Car,60,1,47,Basketball,,,,,,,26,"Left foot",80,75,"Index finger",05.May,3.Summer,Yes,No,Meat,Water,History,9,10,4,"Yes - broadband connection","Text messaging",20,450,8,0,10,6,9,2,7,14,15,4,0,2,3.Some,"5.Graduate degree","Rap/Hip hop",Telepathy,Healthy,Friend,Religious
2013,y2013,12,G12,CA,Female,16,[16],Right-Handed,155.4,20,127,2,Car,25,2,44,Dancing,1000,1000,1000,1000,1000,1000,21,"Left foot",,,"Index finger",11.Nov,1.Winter,Yes,No,"No favorite",Water,History,8,8,4,"Yes - broadband connection","Cell phone",15,10,0,0,2,3,1,0,0,1,2,2,0,2,"4.A lot","5.Graduate degree",Classical,"Freeze time",Happy,Relative,Health
2021,y2021,12,G12,CA,Male,17,[17],Right-Handed,167,27,173,3,Car,8,0,55,Basketball,900,1000,1000,800,500,500,27,"Same length",70,80,"Ring finger",07.Jul,3.Summer,No,No,Pizza/Pasta,Juice,History,7,10,5,"Yes - broadband connection","Text messaging",25,30,2,1,1,4,1,2,1,1,2,0.5,0,0.5,3.Some,"5.Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"Wildlife, animals"
2015,y2015,12,G12,CA,Male,17,[17],Right-Handed,,27,189,3,Car,13,0,41,Basketball,400,600,900,600,800,950,28,"Left foot",75,80,"Ring finger",06.Jun,3.Summer,Yes,No,Meat,"Sports drink",Science,7,10,5,"Yes - broadband connection","Text messaging",150,400,8,1,20,12,14,2,10,2,3,3,0,0,3.Some,"4.Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Friend,"Education/Youth development"
2020,y2020,12,G12,CA,Male,16,[16],Right-Handed,170,25,167,2,Car,10,0,55,Soccer,872,610,733,540,433,561,26,"Left foot",95,78,"Index finger",04.Apr,1.Winter,No,No,Poultry,Water,"Mathematics and statistics",8,10,6,"Yes - other","Text messaging",30,70,1,1,5,1,4,9,2,5,1,1,10,5,3.Some,"5.Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person","International aid"
2015,y2015,7,G07,CA,Male,12,[12],Right-Handed,160,26,153,1,Car,16,0,38,"Football (American)",1000,647,1000,1000,100,100,26,"Same length",68,71,"Ring finger",08.Aug,1.Winter,No,No,Meat,,History,10,7,5,"Yes - other","Text messaging",30,31,14,0,14,7,10,6,2,2,2,2,3,1,1.None,"4.Undergraduate degree",Pop,"Freeze time",Rich,Teacher,"Arts, culture, sports"
2016,y2016,11,G11,CA,Male,17,[17],Right-Handed,,,,2,Car,3,0,60,Tennis,900,800,700,700,300,800,,"Same length",,,"Same length",04.Apr,1.Winter,Yes,No,Meat,Water,History,8,8,4,"Yes - broadband connection","Text messaging",0,0,6,0,2,1,12,1,0,2,8,2,0,0,3.Some,"5.Graduate degree",Other,"Freeze time",Happy,"Coach or club leader",Environment
2018,y2018,9,G09,CA,Female,14,[14],Right-Handed,158,30,157,2,Car,20,0,34,Soccer,300,200,450,400,600,500,29,"Right foot",60,65,"Ring finger",04.Apr,3.Summer,No,No,Vegetables,Juice,"Computers and technology",7,9,4,"Yes - broadband connection","Text messaging",20,20,24,6,6,6,7,10,7,3,12,5,0,3,3.Some,"3.Some college",Other,Telepathy,Healthy,Actor,Other
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,180.3,26,177,1,Bus,120,0,52,Tennis,749,385,818,492,824,1000,26,"Same length",90,85,"Index finger",09.Sep,1.Winter,Yes,No,Poultry,Water,English,5,10,5,"Yes - broadband connection","Text messaging",100,80,0,1,0.5,0,0,,10,20,,2,0,0,"4.A lot","4.Undergraduate degree",Jazz,Telepathy,Happy,Politician,"Arts, culture, sports"
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,171,23.5,168,1,Car,20,,,Walking/Hiking,900,500,100,300,300,1000,24,"Left foot",76,79,"Ring finger",07.Jul,4.Fall,Yes,No,Pizza/Pasta,Water,Science,6,8,4,"Yes - broadband connection","Text messaging",100,,35,1,8,10,0,0,40,,40,15,6,4,3.Some,"2.High school","Rap/Hip hop",Invisibility,Happy,"Musician or singer","Wildlife, animals"
2015,y2015,6,G06,CA,Female,11,[11],Right-Handed,157.4,,170.1,2,Car,15,1,45,"Football (American)",510,509,1000,700,199,99,,"Same length",78,75,"Index finger",06.Jun,3.Summer,No,No,Meat,Water,History,10,12,8,"Yes - other","Text messaging",2,0,3,1,4,4,2,1,1,1,1,1,0,1,1.None,"5.Graduate degree",Gospel,Invisibility,Happy,Relative,Religious
2017,y2017,7,G07,CA,Female,12,[12],Ambidextrous,155,21,149,2,Car,30,1,50,Running/Jogging,620,556,824,342,128,32,21,"Same length",90,65,"Index finger",11.Nov,4.Fall,No,No,Pizza/Pasta,Water,Science,8.5,9.5,5,"Yes - broadband connection","Text messaging",3,2,2,1,1,2,2,1,1,1,1,1,1,1,"2.Very little","5.Graduate degree",Other,Fly,Happy,Relative,Environment
2017,y2017,11,G11,CA,Female,17,[17],Right-Handed,156,22,152,2,Car,7,0,59,Soccer,70,90,100,50,80,100,22,"Same length",70,80,"Index finger",04.Apr,3.Summer,No,No,Soups,Coffee,"Mathematics and statistics",9,11,6,"Yes - other","Text messaging",50,32,2,0,30,50,20,5,5,35,,,0,15,1.None,"5.Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Relative,"Wildlife, animals"
2015,y2015,8,G08,CA,Male,13,[13],Right-Handed,165.1,27,165.1,1,Car,15,1,46,"Football (American)",800,800,1000,1000,500,600,27,"Same length",80,85,"Ring finger",09.Sep,1.Winter,No,No,Fruit,Milk,Science,8,6,7,"Yes - dial-up connection","Text messaging",32,35,3,1,3,2,0.5,0,1,4,2,2,0,7,3.Some,"5.Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Health
2015,y2015,12,G12,CA,Female,17,[17],Right-Handed,157,26,149,2,Bus,40,1,50,Baseball/Softball,1000,1000,500,500,300,300,26.5,"Right foot",65,65,"Same length",05.May,4.Fall,Yes,No,Seafood,Water,Art,7,6,4,"Yes - other","Text messaging",20,35,5,2,8,6,3,0,5,5,5,2,9,7,3.Some,"5.Graduate degree","Rock and roll",Telepathy,Happy,Other,Health
2015,y2015,7,G07,CA,Male,12,[12],Right-Handed,168,26,153,1,Bus,30,0,49,Basketball,326,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Female,17,[17],Left-Handed,178,24,180,1,Car,15,,47,Swimming,10,10,10,10,10,10,24,"Same length",70,75,"Ring finger",12.Dec,3.Summer,No,No,Meat,Water,English,8,10,4,"Yes - broadband connection","In person",30,30,10,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,153,23,175.26,2,Walk,15,1,41,Walking/Hiking,100,99,100,100,100,100,22,"Right foot",,,"Ring finger",03.Mar,3.Summer,No,No,"No favorite",Water,Art,7,9,4,"Yes - other","In person",60,60,4,2,3,24,15,0,6,40,20,20,0,40,3.Some,"5.Graduate degree",Pop,Invisibility,Happy,"Sports person",Health
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,167,23,164.5,1,Car,5,0,44,Other,503,759,615,524,615,941,23,"Same length",80,70,"Index finger",05.May,3.Summer,Yes,No,Pizza/Pasta,Water,Art,7,9,4,"Yes - broadband connection","Text messaging",29,36,4,0,10,10,20,0,4,3,1,12,0,12,3.Some,"5.Graduate degree",Country,Telepathy,Happy,Relative,"Wildlife, animals"
2017,y2017,12,G12,CA,Male,15,[15],Right-Handed,167,27,169,2,Car,10,0,30,"Football (American)",0,0,0,0,0,1000,27,"Same length",70,75,"Ring finger",10.Oct,4.Fall,No,No,Meat,Water,"Physical education",7,10,5,"Yes - broadband connection","Text messaging",50,51,0,0,20,3,21,0,10,0,10,3,0,4,"2.Very little","4.Undergraduate degree","Heavy metal","Super strength",Healthy,"Sports person","Wildlife, animals"
